title_number,title_text,chapter_number,chapter_text,offense_section,offense_text,section_number,section_text,subsection_number,subsection_text
03,Agriculture,23,Domestic Animals,2330,Condemnation,2330,Condemnation,NA,NA
03,Agriculture,23,Domestic Animals,2331,Indemnification,2331,Indemnification,NA,NA
03,Agriculture,23,Domestic Animals,2332,Depopulation incentive,2332,Depopulation incentive,NA,NA
03,Agriculture,23,Domestic Animals,2333,Restriction on payment of indemnification and depopulation incentive,2333,Restriction on payment of indemnification and depopulation incentive,NA,NA
03,Agriculture,23,Domestic Animals,2334,Report on insurance or cost-sharing program,2334,Report on insurance or cost-sharing program,NA,NA
03,Agriculture,23,Domestic Animals,2335,Contract growers,2335,Contract growers,NA,NA
03,Agriculture,23,Domestic Animals,2341,General authority,2341,General authority,NA,NA
03,Agriculture,23,Domestic Animals,2342,License of dealers and haulers,2342,License of dealers and haulers,NA,NA
03,Agriculture,23,Domestic Animals,2343,Licensure of agents,2343,Licensure of agents,NA,NA
03,Agriculture,23,Domestic Animals,2344,Verification of application,2344,Verification of application,NA,NA
03,Agriculture,23,Domestic Animals,2345,License fees,2345,License fees,NA,NA
03,Agriculture,23,Domestic Animals,2346,Term of license,2346,Term of license,NA,NA
03,Agriculture,23,Domestic Animals,2347,Posting and display of license,2347,Posting and display of license,NA,NA
03,Agriculture,23,Domestic Animals,2348,"Denial, suspension or revocation of license",2348,"Denial, suspension or revocation of license",NA,NA
03,Agriculture,23,Domestic Animals,2349,Records and inspections,2349,Records and inspections,NA,NA
03,Agriculture,23,Domestic Animals,2351,General authority,2351,General authority,NA,NA
03,Agriculture,23,Domestic Animals,2352,Disposal of dead domestic animals,2352,Disposal of dead domestic animals,NA,NA
03,Agriculture,23,Domestic Animals,2353,Disposal of animal waste,2353,Disposal of animal waste,NA,NA
03,Agriculture,23,Domestic Animals,2354,Licensure requirement of dead domestic animal disposal businesses,2354,Licensure requirement of dead domestic animal disposal businesses,NA,NA
03,Agriculture,23,Domestic Animals,2355,Licensing procedure,2355,Licensing procedure,NA,NA
03,Agriculture,23,Domestic Animals,2356,Conditions of licensure,2356,Conditions of licensure,NA,NA
03,Agriculture,23,Domestic Animals,2357,"Denial, suspension or revocation of license",2357,"Denial, suspension or revocation of license",NA,NA
03,Agriculture,23,Domestic Animals,2361,General authority,2361,General authority,NA,NA
03,Agriculture,23,Domestic Animals,2362,Humane methods of slaughtering domestic animals,2362,Humane methods of slaughtering domestic animals,NA,NA
03,Agriculture,23,Domestic Animals,2371,Licensure requirement,2371,Licensure requirement,NA,NA
03,Agriculture,23,Domestic Animals,2372,Application and fee,2372,Application and fee,NA,NA
03,Agriculture,23,Domestic Animals,2373,Issuance of license,2373,Issuance of license,NA,NA
03,Agriculture,23,Domestic Animals,2374,Term of license and renewal,2374,Term of license and renewal,NA,NA
03,Agriculture,23,Domestic Animals,2375,Posting of license,2375,Posting of license,NA,NA
03,Agriculture,23,Domestic Animals,2376,Heating certain garbage before feeding,2376,Heating certain garbage before feeding,NA,NA
03,Agriculture,23,Domestic Animals,2377,Prohibitions and conditions,2377,Prohibitions and conditions,NA,NA
03,Agriculture,23,Domestic Animals,2378,Inspections,2378,Inspections,NA,NA
03,Agriculture,23,Domestic Animals,2379,"Notice to remedy and denial, suspension or revocation of license",2379,"Notice to remedy and denial, suspension or revocation of license",NA,NA
03,Agriculture,23,Domestic Animals,2380.1,Definitions,2380,"Notice to remedy and denial, suspension or revocation of license",1,Definitions
03,Agriculture,23,Domestic Animals,2380.2,License required,2380,"Notice to remedy and denial, suspension or revocation of license",2,License required
03,Agriculture,23,Domestic Animals,2380.3,Application,2380,"Notice to remedy and denial, suspension or revocation of license",3,Application
03,Agriculture,23,Domestic Animals,2380.4,Issuance,2380,"Notice to remedy and denial, suspension or revocation of license",4,Issuance
03,Agriculture,23,Domestic Animals,2380.5,Term; renewal,2380,"Notice to remedy and denial, suspension or revocation of license",5,Term; renewal
03,Agriculture,23,Domestic Animals,2380.6,Keeping and handling of cervids,2380,"Notice to remedy and denial, suspension or revocation of license",6,Keeping and handling of cervids
03,Agriculture,23,Domestic Animals,2380.7,Periodic inspections,2380,"Notice to remedy and denial, suspension or revocation of license",7,Periodic inspections
03,Agriculture,23,Domestic Animals,2380.8,Violations by licensees,2380,"Notice to remedy and denial, suspension or revocation of license",8,Violations by licensees
03,Agriculture,23,Domestic Animals,2380.9,Game and Wildlife Code and regulations,2380,"Notice to remedy and denial, suspension or revocation of license",9,Game and Wildlife Code and regulations
03,Agriculture,23,Domestic Animals,2381,Cooperation,2381,Cooperation,NA,NA
03,Agriculture,23,Domestic Animals,2382,Regulations,2382,Regulations,NA,NA
03,Agriculture,23,Domestic Animals,2383,Enforcement and penalties,2383,Enforcement and penalties,NA,NA
03,Agriculture,23,Domestic Animals,2384,"Disposition of fees, fines and civil penalties",2384,"Disposition of fees, fines and civil penalties",NA,NA
03,Agriculture,23,Domestic Animals,2385,Interference with officer or employee of department,2385,Interference with officer or employee of department,NA,NA
03,Agriculture,23,Domestic Animals,2386,Civil remedy,2386,Civil remedy,NA,NA
03,Agriculture,23,Domestic Animals,2387,Inapplicability of penal cruelty to animals statutes,2387,Inapplicability of penal cruelty to animals statutes,NA,NA
03,Agriculture,23,Domestic Animals,2388,Exemption for governmental entities,2388,Exemption for governmental entities,NA,NA
03,Agriculture,23,Domestic Animals,2389,Preemption of local laws and regulations,2389,Preemption of local laws and regulations,NA,NA
03,Agriculture,23,Domestic Animals,2390,Regulation of swine hunting preserves,2390,Regulation of swine hunting preserves,NA,NA
03,Agriculture,25,Animal Exhibition Sanitation,2501,Definitions,2501,Definitions,NA,NA
03,Agriculture,25,Animal Exhibition Sanitation,2502,Sanitation standards,2502,Sanitation standards,NA,NA
03,Agriculture,25,Animal Exhibition Sanitation,2503,Administration,2503,Administration,NA,NA
03,Agriculture,25,Animal Exhibition Sanitation,2504,Penalty,2504,Penalty,NA,NA
03,Agriculture,27,Taxidermists,2701,Definitions,2701,Definitions,NA,NA
03,Agriculture,27,Taxidermists,2702,Registration,2702,Registration,NA,NA
03,Agriculture,27,Taxidermists,2703,Unlawful acts,2703,Unlawful acts,NA,NA
03,Agriculture,27,Taxidermists,2704,Preemption,2704,Preemption,NA,NA
03,Agriculture,27,Taxidermists,2705,Duties,2705,Duties,NA,NA
03,Agriculture,27,Taxidermists,2706,Recordkeeping,2706,Recordkeeping,NA,NA
03,Agriculture,27,Taxidermists,2707,Reporting,2707,Reporting,NA,NA
03,Agriculture,31,Conservation Excellence Grant Program,3101,Definitions,3101,Definitions,NA,NA
03,Agriculture,31,Conservation Excellence Grant Program,3102,Establishment,3102,Establishment,NA,NA
03,Agriculture,31,Conservation Excellence Grant Program,3103,Administration of program,3103,Administration of program,NA,NA
03,Agriculture,31,Conservation Excellence Grant Program,3104,Application guidelines,3104,Application guidelines,NA,NA
03,Agriculture,31,Conservation Excellence Grant Program,3105,"Grants, loans and tax credits",3105,"Grants, loans and tax credits",NA,NA
03,Agriculture,31,Conservation Excellence Grant Program,3106,Project certification,3106,Project certification,NA,NA
03,Agriculture,31,Conservation Excellence Grant Program,3107,Criteria for evaluation of applications,3107,Criteria for evaluation of applications,NA,NA
03,Agriculture,31,Conservation Excellence Grant Program,3108,"Application, review and authorization by commission",3108,"Application, review and authorization by commission",NA,NA
03,Agriculture,31,Conservation Excellence Grant Program,3109,Assistance from county conservation districts,3109,Assistance from county conservation districts,NA,NA
03,Agriculture,31,Conservation Excellence Grant Program,3110,Distribution of funds,3110,Distribution of funds,NA,NA
03,Agriculture,41,Weights and Measures,4101,Short title of chapter,4101,Short title of chapter,NA,NA
03,Agriculture,41,Weights and Measures,4102,Definitions,4102,Definitions,NA,NA
03,Agriculture,41,Weights and Measures,4105,Systems of weights and measures,4105,Systems of weights and measures,NA,NA
03,Agriculture,41,Weights and Measures,4106,State standards of weight and measure,4106,State standards of weight and measure,NA,NA
03,Agriculture,41,Weights and Measures,4107,Office and working standards and equipment,4107,Office and working standards and equipment,NA,NA
03,Agriculture,41,Weights and Measures,4108,Director and inspectors of weights and measures,4108,Director and inspectors of weights and measures,NA,NA
03,Agriculture,41,Weights and Measures,4109,General powers and duties of department,4109,General powers and duties of department,NA,NA
03,Agriculture,41,Weights and Measures,4110,Specific powers and duties of department; regulations,4110,Specific powers and duties of department; regulations,NA,NA
03,Agriculture,41,Weights and Measures,4111,Testing and inspections of standards,4111,Testing and inspections of standards,NA,NA
03,Agriculture,41,Weights and Measures,4112,General testing and inspections,4112,General testing and inspections,NA,NA
03,Agriculture,41,Weights and Measures,4113,"Registration of sellers, installers and repairers of weighing and measuring devices",4113,"Registration of sellers, installers and repairers of weighing and measuring devices",NA,NA
03,Agriculture,41,Weights and Measures,4114,Registration and report of inspection and testing of weighing and measuring devices,4114,Registration and report of inspection and testing of weighing and measuring devices,NA,NA
03,Agriculture,41,Weights and Measures,4115,Training program,4115,Training program,NA,NA
03,Agriculture,41,Weights and Measures,4116,Investigations,4116,Investigations,NA,NA
03,Agriculture,41,Weights and Measures,4117,Inspection of packages,4117,Inspection of packages,NA,NA
03,Agriculture,41,Weights and Measures,4118,"Stop-use, stop-removal and removal orders",4118,"Stop-use, stop-removal and removal orders",NA,NA
03,Agriculture,41,Weights and Measures,4119,Disposition of correct and incorrect apparatus,4119,Disposition of correct and incorrect apparatus,NA,NA
03,Agriculture,41,Weights and Measures,4120,Police powers; right of entry and stoppage,4120,Police powers; right of entry and stoppage,NA,NA
03,Agriculture,41,Weights and Measures,4121,Powers and duties of director and inspector,4121,Powers and duties of director and inspector,NA,NA
03,Agriculture,41,Weights and Measures,4122,"City and county sealers and deputy sealers of weights and measures; appointment, powers",4122,"City and county sealers and deputy sealers of weights and measures; appointment, powers",NA,NA
03,Agriculture,41,Weights and Measures,4123,City and county standards and equipment,4123,City and county standards and equipment,NA,NA
03,Agriculture,41,Weights and Measures,4124,Concurrent jurisdiction,4124,Concurrent jurisdiction,NA,NA
03,Agriculture,41,Weights and Measures,4125,Division of responsibilities,4125,Division of responsibilities,NA,NA
03,Agriculture,41,Weights and Measures,4126,Duty of owners of incorrect apparatus,4126,Duty of owners of incorrect apparatus,NA,NA
03,Agriculture,41,Weights and Measures,4127,Method of sale of commodities,4127,Method of sale of commodities,NA,NA
03,Agriculture,41,Weights and Measures,4128,Packages; declarations of quantity and origin; variations; exemptions,4128,Packages; declarations of quantity and origin; variations; exemptions,NA,NA
03,Agriculture,41,Weights and Measures,4129,Declarations of unit price on random packages,4129,Declarations of unit price on random packages,NA,NA
03,Agriculture,41,Weights and Measures,4130,Misleading packages,4130,Misleading packages,NA,NA
03,Agriculture,41,Weights and Measures,4131,Advertising packages for sale,4131,Advertising packages for sale,NA,NA
03,Agriculture,41,Weights and Measures,4132,Sale by net weight,4132,Sale by net weight,NA,NA
03,Agriculture,41,Weights and Measures,4133,Misrepresentation of price,4133,Misrepresentation of price,NA,NA
03,Agriculture,41,Weights and Measures,4134,"Meat, poultry and seafood",4134,"Meat, poultry and seafood",NA,NA
03,Agriculture,41,Weights and Measures,4135,"Butter, oleomargarine and margarine",4135,"Butter, oleomargarine and margarine",NA,NA
03,Agriculture,41,Weights and Measures,4136,Fluid dairy products,4136,Fluid dairy products,NA,NA
03,Agriculture,41,Weights and Measures,4137,"Flour, cornmeal and hominy grits",4137,"Flour, cornmeal and hominy grits",NA,NA
03,Agriculture,41,Weights and Measures,4138,Potatoes,4138,Potatoes,NA,NA
03,Agriculture,41,Weights and Measures,4139,Construction of contracts,4139,Construction of contracts,NA,NA
03,Agriculture,41,Weights and Measures,4140,Hindering or obstructing officer; penalties,4140,Hindering or obstructing officer; penalties,NA,NA
